Query,Passage,Method,Judge_1,Judge_2,Judge_3,Final
steve-bannon-position-held-white-house-chief-strategist.txt,"...  Steve Bannon:    Intro:  |birth_place = Norfolk, Virginia, U. S. |death_date =|death_place =|party = Republican  |spouse = Cathleen Houff Jordan Mary Piccard Diane Clohesy |children = 3|education = Virginia Tech Georgetown University Harvard University |allegiance = |branch = |serviceyears = 1976–1983|rank = Lieutenant   }}Stephen Kevin ""Steve"" Bannon  is an American political aide, and former media executive and film producer, who is currently the White House Chief Strategist in the Trump  administration.  In this capacity, he attended the Principals Committee of the U. S....",proposed,relevant,relevant,relevant,relevant
steve-bannon-position-held-white-house-chief-strategist.txt,"...  White House Office:   Intro The White House Office is an entity within the Executive Office of the President of the United States.  The White House Office is headed by the White House Chief of Staff, who is also the head of the Executive Office.  The staff of the various offices are based in the West Wing and East Wing of the White House, the Eisenhower Executive Office Building, and the New Executive Office Building.  It is made up of personal assistants to the president with offices in the White House....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
steve-bannon-position-held-white-house-chief-strategist.txt,"...  Timeline of protests against Donald Trump:    Post-election protests:    November 17 : In the early morning in Los Angeles, protesters chanted ""Fire Bannon"" in reference to Trump appointing Steve Bannon as chief White House strategist and senior counselor on Sunday.  Bannon denied accusations of his being a white nationalist, saying ""Im a nationalist. "" : Two students were arrested at a protest at the University of Pittsburgh : A rally was held at the University of Miami : Around 100 students protested at Portland State University  November 18 : Various protests occurred in Augusta, Maine, Chapel Hill, North Carolina, Cleveland, Ohio, Prince Georges County, Maryland, Sacramento, California, and Washington, D. C....",proposed,relevant,relevant,relevant,relevant
steve-bannon-position-held-white-house-chief-strategist.txt,"...G. ), the head of the Justice Department  were confirmed by the Senate.  By this time in the first 100 Days of Obamas Presidency in 2009, all but one had been confirmed, and in 2001 in George W.  Bushs all had been confirmed.  Trumps nominees for the departments of Treasury, Agriculture, Commerce, Energy, Health and Human Services, Housing and Urban Development, Interior, Labor, and Veterans Affairs had not yet been confirmed on February 7.  By February 8, 2017, President Trump had fewer cabinet nominees confirmed than any other president except George Washington by the same length of time into his presidency....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
steve-bannon-position-held-white-house-chief-strategist.txt,"...  Steve Bannon:   Intro |birth_place = Norfolk, Virginia, U. S. |death_date =|death_place =|party = Republican  |spouse = Cathleen Houff Jordan Mary Piccard Diane Clohesy |children = 3|education = Virginia Tech Georgetown University Harvard University |allegiance = |branch = |serviceyears = 1976–1983|rank = Lieutenant   }}Stephen Kevin ""Steve"" Bannon  is an American political aide, and former media executive and film producer, who is currently the White House Chief Strategist in the Trump  administration....",baseline_with_expansion,relevant,relevant,relevant,relevant
steve-bannon-position-held-white-house-chief-strategist.txt,"...After the election, Vice President-elect Mike Pence replaced Christie as chairman of the transition team, while Christie became a vice-chairman alongside Senator Jeff Sessions of Alabama, retired Army Lt.  Gen.  Michael T.  Flynn, former New York City Mayor Rudy Giuliani, former presidential candidate Ben Carson, and former House Speaker Newt Gingrich.  Trumps transition team launched the website Greatagain. gov.  Trump and his transition team began choosing key personnel for his administration following his election victory.  Trump was inaugurated  on January 20, 2017, shortly after Pence was inaugurated as vice president....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
steve-bannon-position-held-white-house-chief-strategist.txt,...  White House Chief Strategist:   Intro The White House Chief Strategist is one of the Presidents closest advisors working to execute the administrations long-term agenda and providing counsel to the President on all critical matters....,baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
steve-bannon-position-held-white-house-chief-strategist.txt,"...  Michael Voris:    Detroit Free Press, USA Today, Americans United:   And if that policy is favorable to the church, well then, very good. "" The article held that ""Many of Church Militants headlines are similar to those on Breitbart News, the far-right news organization that White House Chief Strategist Steve Bannon previously ran. "" It noted ""Many of Breitbarts articles are cited on the Church Militant website....",proposed,relevant,non-relevant,non-relevant,non-relevant
george-h.-w.-bush-residence-houston.txt,"...  Barbara Bush:    Life after the White House:  Since leaving the White House, she and her husband reside in the River Oaks community in Houston, Texas  and at the Bush compound in Kennebunkport, Maine.  Bush described January 20, 1993, the day of Bill Clintons inauguration, a ""tough day"" for her and George.  After returning to Houston, the two were visited by their son George W....",proposed,relevant,relevant,relevant,relevant
george-h.-w.-bush-residence-houston.txt,"...Mimi Swartz of National Geographic  wrote that compared to River Oaks  , West Oaks is ""more nondescript"".  Beginning in the 1990s, George H.  W.  Bush became a resident of the neighborhood. Cityscape As of 1992 West Oaks had 30 houses on fairly large lots.  Claudia Feldman of the Houston Chronicle said in 1992 that West Oaks and West Oaks Drive South ""are nifty, like pages out of a New England tour guide. "" Herbert Wells, an interior designer from Connecticut who lived in West Oaks and was quoted in Feldmans article, said that the area was ""charming"" and reminded him of his home state....",baseline,relevant,non-relevant,non-relevant,non-relevant
george-h.-w.-bush-residence-houston.txt,"...For the first six months, no houses were sold in Tanglewood.  Mary Catherine, who later took the family name Miller, said that the lack of sales caused stress for the family.  After several heavy rainstorms resulted in floods that affected other areas in Harris County  , potential buyers began inquiring about buying houses in Tanglewood because they heard that the neighborhood had high water drainage capabilities. Geography Tanglewood is within a several minute driving distance of Downtown Houston.  The area has around 5,000 trees....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
george-h.-w.-bush-residence-houston.txt,"...  The Houstonian Hotel:   Intro The Houstonian}}The Houstonian Hotel, Club Spa is a luxury hotel located in Houston, nbsp;Texas  .  The 18-acre campus includes a hotel and conference center, several restaurants, spa and health and fitness center. History The developer of the Houstonian Hotel was Tom Fatjo, a Houstonian who had also founded Browning-Ferris Industries .  The hotel opened in 1980....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
george-h.-w.-bush-residence-houston.txt,"...After several heavy rainstorms resulted in floods that affected other areas in Harris County  , potential buyers began inquiring about buying houses in Tanglewood because they heard that the neighborhood had high water drainage capabilities. Geography Tanglewood is within a several minute driving distance of Downtown Houston.  The area has around 5,000 trees.  Before the subdivision was developed, Tanglewood was a coastal prairie  that experienced regular grass fires, preventing the growth of trees.  After Tanglewood was built, wildfires were suppressed....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
george-h.-w.-bush-residence-houston.txt,"...  George H. W. Bush:    Congressional years :   As Bushs political career waned, he moved out of Houston and sold his first Tanglewood house, but for periods of time continued to reside in Tanglewood.  Yarborough endorsed Bentsen, who defeated Bush, 53. 4 to 46.  Yarborough endorsed Bentsen, who defeated Bush, 53....",proposed,relevant,non-relevant,non-relevant,non-relevant
george-h.-w.-bush-residence-houston.txt,"...The 18-acre campus includes a hotel and conference center, several restaurants, spa and health and fitness center. History The developer of the Houstonian Hotel was Tom Fatjo, a Houstonian who had also founded Browning-Ferris Industries .  The hotel opened in 1980.  George Alexander of the Houston Press said that the hotel was ""built as a health club for business executives trying to shed pounds and rediscover their inner velociraptor"". Meeting services The hotel is designed to accommodate meetings, which as of 2004 generate half of the hotels business.  Mark Lupton, the director of sales, said in 2004 that ""The Houstonian is a little different than normal places....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
george-h.-w.-bush-residence-houston.txt,"...  George H. W. Bush:    Congressional years :   Bush was the first Republican to represent Houston in the U. S.  House.  Bushs representative district included Tanglewood  , the Houston neighborhood that was his residence; his family had moved into Tanglewood in the 1960s.  His voting record in the House was generally conservative  : Bush voted for the Civil Rights Act of 1968, although it was generally unpopular in his district....",proposed,relevant,relevant,relevant,relevant
george-h.-w.-bush-residence-houston.txt,"...After several heavy rainstorms resulted in floods that affected other areas in Harris County  , potential buyers began inquiring about buying houses in Tanglewood because they heard that the neighborhood had high water drainage capabilities. Geography Tanglewood is within a several minute driving distance of Downtown Houston.  The area has around 5,000 trees.  Before the subdivision was developed, Tanglewood was a coastal prairie  that experienced regular grass fires, preventing the growth of trees.  After Tanglewood was built, wildfires were suppressed....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
george-h.-w.-bush-residence-houston.txt,"...  George H. W. Bush:    First term, 1981–85:   As had become customary, he and his wife moved into the Vice Presidents residence at Number One Observatory Circle, about two miles from the White House.  After selling the house in Tanglewood  , the Bushes declared a room in The Houstonian Hotel in Houston as their official voting address.  The Bushes attended a large number of public and ceremonial events in their positions, including many state funerals, which became a common joke for comedians.  Mrs....",proposed,relevant,relevant,non-relevant,relevant
george-h.-w.-bush-residence-houston.txt,"...  West Oaks, Houston:   Intro West Oaks is a small subdivision in Houston, Texas.  It is east of, and in close proximity to, Tanglewood  proper.  Mimi Swartz of National Geographic  wrote that compared to River Oaks  , West Oaks is ""more nondescript"".  Beginning in the 1990s, George H.  W.  Bush became a resident of the neighborhood. Cityscape As of 1992 West Oaks had 30 houses on fairly large lots....",baseline_with_expansion,relevant,non-relevant,non-relevant,non-relevant
george-h.-w.-bush-residence-houston.txt,"...For the first six months, no houses were sold in Tanglewood.  Mary Catherine, who later took the family name Miller, said that the lack of sales caused stress for the family.  After several heavy rainstorms resulted in floods that affected other areas in Harris County  , potential buyers began inquiring about buying houses in Tanglewood because they heard that the neighborhood had high water drainage capabilities. Geography Tanglewood is within a several minute driving distance of Downtown Houston.  The area has around 5,000 trees....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
george-h.-w.-bush-residence-houston.txt,"...The 18-acre campus includes a hotel and conference center, several restaurants, spa and health and fitness center. History The developer of the Houstonian Hotel was Tom Fatjo, a Houstonian who had also founded Browning-Ferris Industries .  The hotel opened in 1980.  George Alexander of the Houston Press said that the hotel was ""built as a health club for business executives trying to shed pounds and rediscover their inner velociraptor"". Meeting services The hotel is designed to accommodate meetings, which as of 2004 generate half of the hotels business.  Mark Lupton, the director of sales, said in 2004 that ""The Houstonian is a little different than normal places....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
george-h.-w.-bush-residence-houston.txt,"...  The Houstonian Hotel:   Intro The Houstonian}}The Houstonian Hotel, Club Spa is a luxury hotel located in Houston, nbsp;Texas  .  The 18-acre campus includes a hotel and conference center, several restaurants, spa and health and fitness center. History The developer of the Houstonian Hotel was Tom Fatjo, a Houstonian who had also founded Browning-Ferris Industries .  The hotel opened in 1980....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
george-h.-w.-bush-residence-houston.txt,"...  George H. W. Bush:    Post-presidency :   Mimi Swartz of National Geographic  wrote that ""The Bushes are too studiously sedate to live in River Oaks  "".  They spend the summer at Walkers Point  in Kennebunkport, Maine.  On January 10, 1999, the Bushes became the longest-married Presidential couple in history, outlasting John  and Abigail Adams, who were married for 54 years and 3 days....",proposed,non-relevant,non-relevant,relevant,non-relevant
jolly-llb-2-cast-member-akshay-kumar.txt,"...  Jolly LLB 2:    Cast:  Akshay Kumar as Jagdishwar Mishra  Huma Qureshi  as Pushpa Pandey Saurabh Shukla as Justice Sunderlal Tripathi Annu Kapoor as Pramod Mathur Kaustubh Pile as Mathurs 3rd assistant Manav Kaul as Iqbal Qasim Inaamulhaq as Mohammed Iqbal Quadri Kumud Mishra as Inspector Suryaveer Singh Sayani Gupta as Hina Siddiqui Sanjay Mishra  as Guru Ji Vinod Nagpal as Zahoor Siddiqui  Brijendra Kala as Dubey Ji  Avijit Dutt as V. K.  Paul, a Police Commissioner Rajiv Gupta as Birbal Sunil Kumar Palwal as Fahim Butt, a Kashmir Police Constable  Shubhangi Latkar  M. K.  Raina  Paul, a Police Commissioner Rajiv Gupta as Birbal Sunil Kumar Palwal as Fahim Butt, a Kashmir Police Constable  Shubhangi Latkar  M. K....",proposed,relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-akshay-kumar.txt,"...He loses control and crashes into a wall on the footpath by the road.  The film cuts to a court scene where Jagdish Tyagi a. k. a.  Jolly , an LLB  graduate defending a surgeon against a Public interest litigation   filed against him after the surgeon had his son operate upon a patient in his pursuit of Guinness Book of World Records.  Jolly loses the case but decides to move to the capital Delhi to try his luck.  He happens to see prominent criminal lawyer Tejinder Rajpal  defending Rahul Dewan in a sessions court....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
jolly-llb-2-cast-member-akshay-kumar.txt,"...In order to arrange money for his own chamber, Jolly lies to a pregnant lady, Hina  and convinces her to give him rupees 2 Lakh as fees so that Rizvi Sahab would fight her case.  Jolly uses that money to pay the final payment for his own chamber and opens it with a ceremony.  When Hina finds out that she has been bluffed by Jolly, she commits suicide.  Everyone blames Jolly for her death, including Jollys father, who worked for 30 years as a clerk for Rizvi Sahab.  Filled with guilt, Jolly along with his wife Pushpa  }} ) fellow lawyer Birbal , decides to fight Hinas case files a PIL  ....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
jolly-llb-2-cast-member-akshay-kumar.txt,"...  Akshay Kumar:   Intro Rajiv Hari Om Bhatia , better known by his stage name Akshay Kumar, is an Indian-born Canadian  actor, producer and martial artist  who has appeared in over a hundred  Hindi films  .  Kumar won the National Film Award for Best Actor for his performance in Rustom  and he has been nominated for Filmfare Awards several times, winning it two times  ....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
jolly-llb-2-cast-member-akshay-kumar.txt,"...  Jolly LLB :   Intro | gross = }}Jolly LLB is a series of Indian Hindi-language courtroom  black comedy-drama film, written and directed by Subhash Kapoor and produced by Vijay Singh, under Fox Star Studios. Remake 2013 film Jolly LLB has been remade into Tamil film Manithan  in 2016. Jolly LLB  The film begins with a drunk Rahul Dewan , racing in a Toyota Land Cruiser Prado against a Mercedes, after he is seduced by a woman in the passenger seat.  He loses control and crashes into a wall on the footpath by the road.  The film cuts to a court scene where Jagdish Tyagi a. k. a.  Jolly , an LLB  graduate defending a surgeon against a Public interest litigation   filed against him after the surgeon had his son operate upon a patient in his pursuit of Guinness Book of World Records....",baseline,non-relevant,relevant,non-relevant,non-relevant
jolly-llb-2-cast-member-akshay-kumar.txt,"...  Jolly LLB 2:    Intro:  25 crore }}The State vs Jolly LL. B 2, known also as Jolly LL. B 2, is a 2017 Indian black comedy film, written and directed by Subhash Kapoor.  A sequel to the 2013 film Jolly LLB, and the second installment of Jolly LLB .  The film stars Akshay Kumar, Huma Qureshi  , Saurabh Shukla and Annu Kapoor in lead roles....",proposed,relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-akshay-kumar.txt,"...  Jolly LLB 2:   Intro 30 crore | gross = 197. 25 crore }}The State vs Jolly LL. B 2, known also as Jolly LL. B 2, is a 2017 Indian black comedy film, written and directed by Subhash Kapoor.  A sequel to the 2013 film Jolly LLB, and the second installment of Jolly LLB .  The film stars Akshay Kumar, Huma Qureshi  , Saurabh Shukla and Annu Kapoor in lead roles.  A courtroom drama which satirizes the notion of the Indian legal system, the story follows Jagdishwar Mishra , a lawyer who fights a case against the ruthless and powerful lawyer Pramod Mathur . Plot Jagdishwar Mishra a....",baseline_with_expansion,relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-akshay-kumar.txt,"...  Jolly LLB 2:    Intro:   A sequel to the 2013 film Jolly LLB, and the second installment of Jolly LLB .  The film stars Akshay Kumar, Huma Qureshi  , Saurabh Shukla and Annu Kapoor in lead roles.  A courtroom drama which satirizes the notion of the Indian legal system, the story follows Jagdishwar Mishra , a lawyer who fights a case against the ruthless and powerful lawyer Pramod Mathur . ...",proposed,relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-akshay-kumar.txt,"...  Akshay Kumar:   Intro Rajiv Hari Om Bhatia , better known by his stage name Akshay Kumar, is an Indian-born Canadian  actor, producer and martial artist  who has appeared in over a hundred  Hindi films  .  Kumar won the National Film Award for Best Actor for his performance in Rustom  and he has been nominated for Filmfare Awards several times, winning it two times  ....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
jolly-llb-2-cast-member-akshay-kumar.txt,"...  Jolly LLB :    Jolly LLB 2 :  Jagdishwar Mishra a. k. a Jolly  is a Lucknow based lawyer who works as an assistant  to one of the most famous lawyers of Lucknow, Rizvi Sahab.  He hails from Kanpur.  In order to arrange money for his own chamber, Jolly lies to a pregnant lady, Hina  and convinces her to give him rupees 2 Lakh as fees so that Rizvi Sahab would fight her case....",proposed,non-relevant,non-relevant,non-relevant,non-relevant
jolly-llb-2-cast-member-akshay-kumar.txt,"...  Inaamulhaq:   Intro Inaamulhaq  is an Indian actor and screenwriter who has appeared in Bollywood films, including Filmistaan and Airlift . He has written for TV shows including Comedy Circus and dialogue for the Hindi film Bbuddah.  Hoga Terra Baap. Early life and career Born in Saharanpur , Inaamulhaq first appeared on stage at the age of twelve.  Later, he joined the Indian People’s Theatre Association  in Saharanpur, and acted in numerous plays as a lead....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
jolly-llb-2-cast-member-akshay-kumar.txt,"...In order to arrange money for his own chamber, Jolly lies to a pregnant lady, Hina  and convinces her to give him rupees 2 Lakh as fees so that Rizvi Sahab would fight her case.  Jolly uses that money to pay the final payment for his own chamber and opens it with a ceremony.  When Hina finds out that she has been bluffed by Jolly, she commits suicide.  Everyone blames Jolly for her death, including Jollys father, who worked for 30 years as a clerk for Rizvi Sahab.  Filled with guilt, Jolly along with his wife Pushpa  }} ) fellow lawyer Birbal , decides to fight Hinas case files a PIL  ....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
jolly-llb-2-cast-member-akshay-kumar.txt,"...  Jolly LLB 2:   Intro 30 crore | gross = 197. 25 crore }}The State vs Jolly LL. B 2, known also as Jolly LL. B 2, is a 2017 Indian black comedy film, written and directed by Subhash Kapoor.  A sequel to the 2013 film Jolly LLB, and the second installment of Jolly LLB .  The film stars Akshay Kumar, Huma Qureshi  , Saurabh Shukla and Annu Kapoor in lead roles.  A courtroom drama which satirizes the notion of the Indian legal system, the story follows Jagdishwar Mishra , a lawyer who fights a case against the ruthless and powerful lawyer Pramod Mathur . Plot Jagdishwar Mishra a....",baseline,relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-akshay-kumar.txt,"...He loses control and crashes into a wall on the footpath by the road.  The film cuts to a court scene where Jagdish Tyagi a. k. a.  Jolly , an LLB  graduate defending a surgeon against a Public interest litigation   filed against him after the surgeon had his son operate upon a patient in his pursuit of Guinness Book of World Records.  Jolly loses the case but decides to move to the capital Delhi to try his luck.  He happens to see prominent criminal lawyer Tejinder Rajpal  defending Rahul Dewan in a sessions court....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
jolly-llb-2-cast-member-akshay-kumar.txt,"...  Jolly LLB 2:    Cast:   Paul, a Police Commissioner Rajiv Gupta as Birbal Sunil Kumar Palwal as Fahim Butt, a Kashmir Police Constable  Shubhangi Latkar  M. K.  Paul, a Police Commissioner Rajiv Gupta as Birbal Sunil Kumar Palwal as Fahim Butt, a Kashmir Police Constable  Shubhangi Latkar  M. Akshay Kumar as Jagdishwar Mishra  Huma Qureshi  as Pushpa Pandey Saurabh Shukla as Justice Sunderlal Tripathi Annu Kapoor as Pramod Mathur Kaustubh Pile as Mathurs 3rd assistant Manav Kaul as Iqbal Qasim Inaamulhaq as Mohammed Iqbal Quadri Kumud Mishra as Inspector Suryaveer Singh Sayani Gupta as Hina Siddiqui Sanjay Mishra  as Guru Ji Vinod Nagpal as Zahoor Siddiqui  Brijendra Kala as Dubey Ji  Avijit Dutt as V. ...",proposed,relevant,non-relevant,relevant,relevant
warren-beatty-award-received-donostia-award.txt,"...  Warren Beatty:    Honors:   He was honored with the American Film Institutes Life Achievement Award in 2008.  In March 2013, he was inducted into the California Hall of Fame.  Beatty has received a number of international awards: in 1992, he was made a Commander of the Order of Arts and Letters ; in 1998, he was nominated for a Golden Lion for Best Film , and received a Career Golden Lion from the Venice Film Festival; in 2001, he received the Donostia Lifetime Achievement Award  from the San Sebastián International Film Festival; in 2002, he received the British Academy Fellowship from BAFTA; and in 2011, he was awarded the Stanley Kubrick Britannia Award  ....",proposed,relevant,relevant,relevant,relevant
warren-beatty-award-received-donostia-award.txt,"...  List of awards received by Al Gore:   Intro Al Gore has received a number of important awards and honors: 2012 awards and honors 2012 Inaugural member of the Internet Hall of Fame given by the Internet Society   In 2012, a fish species was named after him, Etheostoma gore, for his environmental vision, commitment, and accomplishments throughout decades of public service and his role in educating the public and raising awareness on the issue of global climate change 2011 awards and honors 2011 Honorary Doctorate, Hamilton College  2010 awards and honors 2010 Honorary Doctorate, Tilburg University  2010 Honorary Doctorate, University of Tennessee-Knoxville 2009 awards and honors 210px {{ Image:Gore Receives Berkeley Medal....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
warren-beatty-award-received-donostia-award.txt,"...Beatty is the first and only person to have been twice nominated for acting in, directing, writing, and producing the same film – first with Heaven Can Wait  , which was co-written by Elaine May and co-directed by Buck Henry, and again with Reds, which he co-wrote with Trevor Griffiths. In 1999, he was awarded the Academys highest honor, the Irving G.  Thalberg Award  ....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
warren-beatty-award-received-donostia-award.txt,"...He has been nominated for fourteen Academy Awards – four for Best Actor  , four for Best Picture  , two for Best Director  , three for Original Screenplay  , and one for Adapted Screenplay  – winning Best Director for Reds  .  Beatty is the first and only person to have been twice nominated for acting in, directing, writing, and producing the same film – first with Heaven Can Wait  , which was co-written by Elaine May and co-directed by Buck Henry, and again with Reds, which he co-wrote with Trevor Griffiths....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
warren-beatty-award-received-donostia-award.txt,"...  Warren Beatty:    Honors:   In March 2013, he was inducted into the California Hall of Fame.  Beatty has received a number of international awards: in 1992, he was made a Commander of the Order of Arts and Letters ; in 1998, he was nominated for a Golden Lion for Best Film , and received a Career Golden Lion from the Venice Film Festival; in 2001, he received the Donostia Lifetime Achievement Award  from the San Sebastián International Film Festival; in 2002, he received the British Academy Fellowship from BAFTA; and in 2011, he was awarded the Stanley Kubrick Britannia Award  .  In 2004, he received the Kennedy Center Honors in Washington, D. ...",proposed,relevant,relevant,relevant,relevant
warren-beatty-award-received-donostia-award.txt,"...Both her parents were Jewish.  According to Bacall, her mother immigrated from the Kingdom of Romania through Ellis Island, and her father was born in New Jersey, to parents who were born in an area of present-day Belarus near the significant center of Jewish life in Valozhyn, then in the Russian Empire.  Soon after her birth, Bacalls family moved to Brooklyns Ocean Parkway  .  She was educated with the financial support of her wealthy uncles at a private boarding school founded by philanthropist Eugene Heitler Lehman, named The Highland Manor Boarding School for Girls, in Tarrytown, New York, and at Julia Richman High School in Manhattan....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
warren-beatty-award-received-donostia-award.txt,"...Two other his pictures entered the list of the 100 Greatest British Films of the 20th Century  , released by British Film Institute in UK. Notes A Rebecca won the Academy Award for Outstanding Production  though the award went the production company Selznick International Pictures not Hitchcock himself.  B Won John Ford for his direction of The Grapes of Wrath  .  C While the movie was produced by Hitchcock and Harry E....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
warren-beatty-award-received-donostia-award.txt,"...His father, Ira Owens Beaty, had a PhD in educational psychology and worked as a public school administrator, in addition to dealing in real estate.  Beattys grandparents were also educators.  The family was Baptist.  In 1945, the family moved from Richmond to Arlington, Virginia.  During the 1950s, the family resided in the Dominion Hills  section of Arlington.  Beattys elder sister is the actress, dancer and writer Shirley MacLaine.  His uncle, by marriage, was Canadian politician A.  A.  MacLeod. Beatty became interested in movies before his teens, when he often accompanied his sister to theaters....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
warren-beatty-award-received-donostia-award.txt,"...He has been nominated for fourteen Academy Awards – four for Best Actor  , four for Best Picture  , two for Best Director  , three for Original Screenplay  , and one for Adapted Screenplay  – winning Best Director for Reds  .  Beatty is the first and only person to have been twice nominated for acting in, directing, writing, and producing the same film – first with Heaven Can Wait  , which was co-written by Elaine May and co-directed by Buck Henry, and again with Reds, which he co-wrote with Trevor Griffiths....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
warren-beatty-award-received-donostia-award.txt,"...Beatty is the first and only person to have been twice nominated for acting in, directing, writing, and producing the same film – first with Heaven Can Wait  , which was co-written by Elaine May and co-directed by Buck Henry, and again with Reds, which he co-wrote with Trevor Griffiths. In 1999, he was awarded the Academys highest honor, the Irving G.  Thalberg Award  ....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
warren-beatty-award-received-donostia-award.txt,"...Films like these usually cost less than $10 million, but frequently less than $5 million, with small marketing budgets that escalate if and when a particular film performs. Present day and digital filmmaking Due to the large volume of inexpensive high end digital film equipment available at the consumer level independent filmmakers are no longer dependent on major studios to provide them with the tools they need to produce a film.  Thanks to the falling cost of technology, thousands of small production companies can obtain the resources they need to produce entertaining films at a fraction of the cost of the big Hollywood studios.  Post production has also been simplified by non-linear editing software available for home computers....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
warren-beatty-award-received-donostia-award.txt,"...  List of awards and nominations received by Jessica Lange:   Intro |- style=""background-color#d9e8ff""| | colspan=2 width=50 |-| | colspan=2 width=50 |}The list of awards and nominations received by Jessica Lange chronicles her achievements in the film industry. In total, Lange has received six Academy Award nominations, winning two Oscars, fifteen Golden Globe nominations, winning five, seven Emmy nominations, winning three, five Screen Actors Guild Award nominations, winning one, five Satellite Award nominations, winning one, one British Academy Film Award nomination, and one Laurence Olivier Award nomination, among others....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
betsy-devos-spouse-dick-devos.txt,"...  Dick DeVos:    Family and early life:   DeVos has received honorary doctorates from Grove City College, Central Michigan University and Northwood University, as well as distinguished alumni recognition from Northwood University.  His wife, Betsy DeVos, is the former chairperson of the Michigan Republican Party and the Secretary of Education  . "" DeVos later said that ""It was kind of like a Junior Achievement atmosphere contained inside of Amway. ...",proposed,relevant,relevant,relevant,relevant
betsy-devos-spouse-dick-devos.txt,"...  Betsy DeVos:   Intro Elisabeth Dee ""Betsy"" DeVos  is an American businesswoman, philanthropist, politician, and activist who is the 11th and current United States Secretary of Education. DeVos is a member of the Republican Party  known for her advocacy and political contributions for school choice, school voucher programs  , and charter schools....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
betsy-devos-spouse-dick-devos.txt,"...DeVos is a member of the Republican Party  known for her advocacy and political contributions for school choice, school voucher programs  , and charter schools.  She was Republican National Committeewoman for Michigan from 1992 to 1997 and served as chairwoman of the Michigan Republican Party from 1996 to 2000, with reelection to the post in 2003.  DeVos has been an advocate of the Detroit charter school system and she is a member of the board of the Foundation for Excellence in Education....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
betsy-devos-spouse-dick-devos.txt,"...""ElectraTherm provides the core technology, Pro Services provides the installation ability and the knowledge of the customers needs and Windquest then provides both financing and high-level business acumen. "" 2006 gubernatorial candidacy On June 2, 2005, at Mackinac Island, DeVos announced his candidacy for governor of Michigan.  He is still considered to be the wealthiest man to run for statewide office in Michigans history.  As of October 27, 2006, the DeVos campaign had spent $39 million, of which nearly $35 million was DeVoss own money.  An article published on August 3, 2005, quoted DeVos as saying that the main issue for Michigan voters was the states economy....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
betsy-devos-spouse-dick-devos.txt,"...She was Republican National Committeewoman for Michigan from 1992 to 1997 and served as chairwoman of the Michigan Republican Party from 1996 to 2000, with reelection to the post in 2003.  DeVos has been an advocate of the Detroit charter school system and she is a member of the board of the Foundation for Excellence in Education.  She has served as chairwoman of the board of the Alliance for School Choice and the Acton Institute and headed the All Children Matter PAC  . DeVos is married to Dick DeVos, the former CEO of multi-level marketing company Amway, and is the daughter-in-law of billionaire and Amway co-founder Richard DeVos....",baseline,relevant,relevant,relevant,relevant
